stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,9,0,20,0,0,0,1,0,1,0,0,0,0,0,0,18,15,24,0,0,0,0,20,237,0,0,0,4,0,0,0,0,0,0,1,0,0,0
72hpf,16.63,7.61,0,12.4,3.66,4.51,0,0.28,0,0.28,0,0,0,1.69,0,7.61,57.78,3.66,36.64,0,2.54,1.41,0.85,178.97,100.06,0.85,1.97,0,28.47,1.13,0,0,20.86,0.28,0,3.1,0,0,0
21Day,22.57,4.44,0.74,73.26,2.59,11.1,0,8.88,0,1.11,0,4.44,0.37,12.58,4.07,4.44,27.38,11.47,57.35,0,0,7.77,0,71.41,41.81,0.37,2.96,0,17.76,8.14,0,1.11,13.69,0.37,4.07,3.33,0,0,3.7
3Month,0.31,2.81,0.83,40.77,0.1,0,0.42,0.73,2.81,9.67,0.1,55.65,15.19,1.77,11.44,3.95,8.74,12.38,8.63,1.25,0.1,1.56,1.87,2.81,0.83,0.83,1.04,0,0.42,2.08,0.1,44.83,0.83,0,0,0.42,3.02,10.92,5.1
22Month,0,2.32,0.41,13.8,0.14,0,0.41,0.14,0.55,10.8,5.74,69.83,4.37,2.87,9.84,0.41,1.78,13.12,4.37,0.41,2.73,1.09,0,0.82,0.14,0.96,0.41,0.14,0.68,0.27,0,8.88,1.09,0.41,0,0.27,0.27,0,1.78
