stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,6,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.41,0,2.54,0,3.1,0,0,0,0,0.28,0,0,0,0,0,0,1.41,6.2,1.41,4.51,0,0.85,0,0,3.95,6.48,0,0.28,0,4.23,0,0,3.38,0.56,0,0,0
21Day,0.74,1.11,0.37,4.44,0,2.96,0,1.11,0,0,0.37,0.37,0,0.74,0.37,1.48,0.37,2.22,1.11,2.59,4.44,0,0,0.37,0,2.59,1.48,0.37,0,0,1.48,0.74,0,1.48,0.74,0,0,0.74
3Month,0.1,1.35,1.14,10.92,0,0,0.1,0.1,0.21,3.64,6.66,0,0,33.49,3.85,0.52,7.59,0.73,4.99,6.76,6.97,1.14,0.1,1.46,0.73,0,0.21,0.52,0.21,0,0.21,1.14,7.49,0.31,0.31,0.83,0.31,1.87
22Month,0,1.23,0.14,2.32,0,0,0.41,0.27,0,0.82,2.87,0.27,0,24.05,1.78,0.41,4.1,0.55,1.09,3.42,2.6,0,0.55,0.14,0,0.14,0,0.55,0,0.27,0,0,2.32,0.41,0,0,0,0.96
