stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.85,0,0.56,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0.56,0,0,0,0,1.69,0.28,1.13,0,0,0,0,0.28,1.13,0,0,0,0,0
21Day,0,0,0,0.74,0,1.11,0,1.11,0.37,0,0,0,0,0,0.37,0,0,0.37,0.74,1.48,0,0,0,0,0.74,0,0.74,0.74,0,0,0.37,1.48,1.11,0,0,0,0,0
3Month,0,0.62,0.52,8.74,0.1,0,0.21,0.1,0.42,2.08,0,0,9.47,1.04,0.21,2.08,0.42,2.08,2.7,2.91,0.62,0.1,0.73,0.83,1.56,0,7.49,0.31,0,0.1,0.52,22.26,0.1,0,0.1,3.12,45.98,1.56
22Month,0.14,9.02,0.41,10.8,0.41,0,0.41,0.27,1.23,5.88,2.87,0,65.32,2.05,0.82,6.42,0.96,1.64,6.15,8.88,0.55,1.91,1.64,0.14,0.41,0.41,3.55,1.09,15.17,0.55,0,22.14,0.27,0.14,0.14,0.55,0,1.91
