stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,13,1,0,0,0,0,0,0,0,0,0,0
72hpf,27.06,0.85,0,9.86,7.89,0.85,0,0.28,0,0,0,0.28,0,0,0,0,0.85,7.61,0.56,9.02,0,0,0.85,0,18.6,17.76,0.85,0.28,5.36,0,0,0.28,0.28,0,0,0,0
21Day,48.84,2.96,0,11.47,3.33,1.48,0,0,0,0.37,0,0,1.85,0,0.74,0.74,0.37,1.48,0.37,12.95,0,0,6.29,0,6.66,14.06,0,2.22,2.96,0.74,0.37,0.37,0,1.11,0,0,0.37
3Month,2.7,3.74,0.1,17.89,0.62,0,0.1,0,0.31,1.14,0.31,0,4.58,0.94,0.42,1.14,0.31,1.87,0.42,6.03,0.52,0,1.56,0.21,5.72,0.52,0.52,4.16,0.1,0.62,1.66,0.52,0,0,1.56,0.62,0.94
22Month,0.55,6.29,0.27,25.14,1.09,0,0.41,0,0.27,1.91,0.96,0,20.63,0.82,2.73,1.78,0.14,1.09,2.6,6.01,0,0.68,1.37,0,6.7,0.55,0.68,13.39,0,0.14,3.01,2.19,0,0,0.55,0,1.09
