stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,5.64,0.56,0,0,0,0,0,0,0,0,0,0.28
21Day,0.74,0,0,0.74,0,1.85,0,0.74,0,0,0,0,0,18.87,0,0,1.48,0.37,2.22,0,0,0,0,4.44,1.11,0,0.37,0.37,0.74,0,0.37,0,0,0,52.54
3Month,0,1.35,0.21,7.59,0.1,0,1.87,0,0.42,3.02,0,6.24,5.82,2.29,3.12,0.62,2.08,3.43,3.74,0.62,0,0.62,1.14,0.52,0,0.62,0.1,0.1,2.5,1.87,0.31,0.1,0.62,1.46,262.23
22Month,0.14,0.41,0,1.37,0,0,0.14,0,0.27,2.73,0.55,9.29,0.27,0.82,1.09,0.14,0.55,3.55,2.05,0,0.55,0,0,0.27,0,0.14,0.14,0,0.55,0.27,0.27,0,0.14,0,88
