stage,Granulosa.cell,Hepatocyte,Intestinal.bulb.cell,Keratinocyte,Neural.progenitor.cell
24hpf,0,0,0,0,2
72hpf,0,0,0,0.281848056003223,0
22Month,1.91309204783386,0.683247159940666,0.136649431988133,0,0
