stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,14,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,50,2,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.25,34.39,0,11.56,0.85,0.85,0,5.07,0,3.66,0,0,0.28,0,14.09,0,3.95,4.51,6.48,13.25,0,0.28,0.85,0,12.4,6.2,0,0,0,10.99,4.79,0,0.56,0.85,0,0,0,0,0,0
21Day,5.18,23.31,0,45.88,1.85,11.84,0,10.73,0.37,19.61,0,0,3.7,10.36,99.53,1.11,2.22,21.09,27.75,48.47,0,0.37,8.51,0,11.84,7.03,0.74,0.74,0,8.14,12.95,0,2.59,1.48,0.74,2.59,1.85,0,0,46.25
3Month,1.04,83.11,1.87,51.59,0.21,0,3.54,10.4,5.51,482.12,0.21,0,33.39,346.27,54.09,13.52,6.14,14.98,186.81,23.2,5.1,0.42,5.82,3.22,4.99,0.73,4.26,1.66,0,0.83,11.96,1.14,23.61,0.62,0.21,0,0.31,8.22,14.67,261.6
22Month,0.68,96.06,1.64,31.84,0.41,0,4.51,7.52,3.28,352.28,3.01,0,33.34,147.72,68.73,4.78,0.68,8.47,92.92,20.91,0.27,2.19,2.46,0.14,1.23,0.27,2.87,27.6,1.09,0.68,2.19,0,15.3,1.09,1.23,0,0.14,0.68,0.14,71.06
