stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0.28,0.56,0,0,17.76,0,0,0,0,0,0,0
21Day,0.37,0,0,0.74,0.37,0.74,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,34.41,0,0,0,0.37,0,0,0
3Month,0,0.62,0.31,3.12,0.21,0,0.1,0,0.31,0.94,0,12.07,1.66,0.1,1.56,1.35,0.73,0.62,3.95,0.21,0.31,0.52,0.42,0.1,0.1,0.62,0.21,8.84,1.14,1.98,0.21,0,0.42,1.35,0.83
22Month,0,0.14,0,1.09,0,0,0,0.14,0,0.14,0.14,4.51,0,0,0.14,0,0,0.82,0.68,0,0.55,0,0,0,0,0,0.14,1.09,0,0.27,0,0,0,0,0.14
