stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,10,1,0,0,0,0,0,1,0,0,0,31,0,0,6,0,1,0,8,6,161,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0.28,0.28,8.46,1.13,0,0,0,0,0,0.85,0,0,0.28,79.48,2.54,0,4.23,0,9.02,0,21.42,7.89,12.97,1.41,0.28,0,4.51,6.76,0,1.13,0,0,0.85,0,0,0
21Day,0.37,0.37,6.29,12.21,0.74,0,0.37,2.96,0,0,3.7,0,0.74,11.1,2.96,1.48,1.11,2.59,0,0.37,0.74,4.07,2.59,4.44,2.96,0,0,0.37,6.29,0,0,0,0.37,0,0,0,0.37
3Month,0.31,1.04,10.19,113.48,0,0.94,0,31.62,2.91,0,316.63,4.58,0.31,132.93,53.15,3.85,11.34,3.95,0.73,0.52,13.63,136.47,0.42,0.1,9.15,0.83,0,0.21,6.35,3.22,0.83,0,0,0,1.35,2.39,3.74
22Month,0,1.64,8.61,108.09,0,1.37,0,30.34,2.6,1.09,400.93,0.82,0.55,124.76,10.11,0,4.1,1.91,0.14,8.47,8.75,8.61,0.27,0,10.39,0.55,0.55,0.27,0.55,1.37,0.14,0.82,0,0,0.27,0,0.96
