stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,4,0,0,0,0,0,6,0,0,0,0,0,7,1,504,3,0,1,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.66,0,0.28,0,0,0,4.23,0,0,0,0.56,0,4.79,5.07,67.93,0.56,0,0,0,1.69,2.54,0.85,0,0,0,0.56,0.85,0,0,0,0,0,0,0,0
21Day,1.85,0,0,17.76,0,1.85,0,1.11,0.37,6.66,0,0.37,0.37,21.83,0,4.81,4.44,143.55,4.81,0,0,0,0.74,6.66,4.44,0,0.37,0,2.59,5.92,0,0,0.74,0.74,0.74,0,0,16.28
3Month,0.42,1.35,0.52,52.01,0.31,0,1.04,0.1,6.35,35.37,0,6.35,3.33,2.39,3.74,11.55,1.87,175.06,3.74,0.52,0.21,0.52,0.94,1.04,0.21,0.31,0.31,0,0.1,2.5,0.1,3.74,0.1,0.1,0,1.25,1.98,93.62
22Month,0,1.91,1.37,88.55,0,0,2.05,0.14,4.1,145.12,1.09,20.22,1.78,3.55,3.96,4.1,0.55,221.78,2.32,0.14,0.55,0.14,0.41,0.55,0.27,0.41,0.27,0.14,0.27,1.64,0,0.82,0.41,0.68,0,0.14,0,38.95
