stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,20,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11,1,2,0,0,2,61,17,0,0,0,0,0,0,0,5,0,0,0
72hpf,0.28,8.17,0,1.41,0,0,0,0.28,0,0,0,0,0,0,0,0,1.13,17.76,4.51,1.69,0,0,2.54,20.57,1.41,0,0,0,2.54,0.28,0.28,0.85,3.38,0,0,0
21Day,1.85,1.11,8.88,15.17,0,0,0,0,0,0.74,0,0,0,0,0,0.37,0,14.8,2.96,4.07,0,0.37,1.48,6.66,2.22,0,0,0,2.22,1.11,1.11,0,0.74,0,0,0.37
3Month,0,11.34,17.47,29.12,0.21,0,0.21,0.21,0.42,1.25,1.04,0,3.95,1.87,0.1,1.66,1.14,0.73,5.82,12.38,1.35,0.31,42.86,0.73,0.21,0.31,0.21,0,0.21,1.25,11.75,0.1,1.04,0.42,4.16,1.14
22Month,0,3.42,3.28,6.56,0,0,0,0,0.41,0.27,0.68,25.28,6.7,0.55,0.14,0.82,0.27,0.14,4.51,2.6,0.14,0.14,2.32,0.55,0.27,0.27,0.14,0.41,0.14,0,5.88,0,0,0,0,0.27
