stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,63,2,0,0,0,0,0,0,22,0,0,0,0,17,167,17,5,0,0,0,1,2,24,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,16.63,2.25,0,65.95,10.71,18.04,0,0.28,0,0.28,0,0,0,0,0.56,0,21.98,1275.36,10.43,26.78,0,1.69,1.13,1.41,175.59,70.18,0.56,0.85,31.57,0,0,13.25,0.56,0.56,1.69,0,0,0
21Day,7.77,0.37,0.74,263.06,3.33,10.36,0,2.96,2.22,0,0,0,5.18,0,5.18,3.33,38.11,524.27,29.23,12.21,0,0.37,1.85,0,22.2,8.51,0.74,1.48,6.29,7.77,0,2.22,1.48,6.66,1.48,0,0,2.22
3Month,0.21,2.6,1.66,796.67,1.35,0,1.35,0.1,31.1,7.39,0.1,0,32.04,10.4,0.73,14.35,36.72,33.29,15.29,8.74,1.25,0.42,1.46,3.95,3.43,0.31,3.22,0.73,0.1,5.82,7.28,0.42,0.1,0,0,6.24,7.28,7.39
22Month,0,0.55,3.42,101.67,1.23,0,0.14,0,7.38,2.87,0.41,0,14.21,0.55,0.41,1.91,5.19,6.42,7.24,0.82,0,0.14,0.68,0,0.82,0.14,1.64,0.14,0.14,0.27,2.6,0.14,0.14,0,0,0,0,0.27
