stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,25,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.85,0,0,0.85,0,0.56,0,0,0,0,0,0,0,0,0.28,0.28,0,1.97,0,0.28,0,0,63.42,13.81,0.56,0,1.41,0,0,3.38,0,0.28,0.85,0,0,0
21Day,2.22,0,0,9.25,0.74,1.48,0,0,0,0,1.11,0.74,1.85,0.37,0.74,4.81,1.48,15.17,0,0,1.85,0,46.62,18.5,0.74,0.74,8.14,1.85,0,4.07,0.74,1.11,0,0,0,0.37
3Month,0,0,0.1,1.46,0,0,0.1,0.21,0,0,1.04,0.62,0,0.42,0.31,0.1,0.42,0.62,0.1,0,0.21,0.1,0.42,0.21,0.31,0.1,0.31,0.1,0.42,0.1,0,0,0,0.21,0.1,0.31
22Month,0,0.14,0,0.55,0,0,0,0,0.27,0.68,3.83,0.27,0.14,0.27,0,0,0.68,1.23,0,0,0,0,0.41,0,0.27,0.14,0,0,0.27,1.23,0,0,0,0.27,0,0.14
