stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,63,2,1,0,1,0,0,0,34,0,0,0,0,10,8,8,3,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,81.45,16.63,1.97,0,0,0,0,0,0.28,0,0,0.85,0,27.06,44.53,1.69,2.54,0,0,0,3.1,12.4,14.94,1.69,0,0,3.38,0.56,0,0.56,0,0,0,0,0,0
21Day,1.11,0.37,4.44,201.27,8.88,2.96,0,0.74,11.84,0.37,0,0,3.33,0,4.07,1.11,19.61,46.62,2.96,5.55,0,0.74,4.07,0,8.14,5.55,6.29,0,0,3.7,3.33,0,0.74,0.74,1.11,0,0,0,1.85
3Month,0.1,1.46,15.81,301.13,2.29,0,1.46,0,245.69,6.76,0,0,57,6.97,2.6,14.67,22.26,48.16,9.99,5.62,1.35,0.21,44,20.8,3.12,0.52,21.43,0.62,0,0.31,4.16,5.41,0.42,0.1,0,0,1.56,11.03,10.61
22Month,0,0.55,31.02,154.41,1.78,0,1.5,0.27,156.46,14.07,0.82,0,92.24,1.64,2.73,66.55,9.43,22.27,11.89,4.1,0,3.28,11.62,0.14,2.05,0.14,21.86,1.91,0.55,0.55,0.82,4.51,0.41,0.41,0,0.14,0.27,0,6.83
