stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.56,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,0,1.13,0,0,0,0,2.82,9.3,0,0,0,0.28,0,0.56,4.23,0.28,0,0,0,0
21Day,1.48,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0,1.85,5.92,0,0,0,0,0.37,4.07,3.33,0,0.37,0,0.37,0
3Month,0.21,0.42,0.52,8.22,0.21,0,0.31,0.1,0.83,2.6,0.1,0,12.07,4.16,0.21,4.99,0.52,2.6,2.18,2.6,0.94,0.1,0.42,1.04,0.62,0.31,0.94,0.52,0,0.21,3.64,352.62,0.73,0,0,1.98,123.57,3.02
22Month,0.14,0.14,0.27,0.82,0,0,0,0,0.27,0.82,0,0,4.65,0.27,0,0.41,0,0.27,0.27,0.41,0,0,0,0,0.14,0.41,0,0.14,5.47,0.27,0.14,47.28,0.41,0,0,0,0.14,0.14
