stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0.37,0.37,2.59,0,0,0,0,0,0,0.37,0,0.37,0,0,0.37,0,0,0,0,0,0.37
3Month,0.42,3.02,6.66,136.26,0.42,2.18,1.25,51.38,8.01,0.1,28.92,6.66,5.3,159.46,11.96,21.43,40.57,6.03,0.62,0,19.14,4.89,2.29,0,8.43,0.42,0.1,3.74,3.95,0.21,0.1,7.8,4.26,57.73
22Month,0.14,6.7,3.83,35.67,0,0.55,0.14,9.7,26.92,1.91,46.73,3.42,6.56,49.19,1.23,6.56,20.77,3.96,0.41,0.96,5.06,0.27,0.68,0.14,3.96,0.14,0.27,0.14,0.27,0.96,0.14,1.91,0,9.7
