stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,44,0,88,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,8,34,0,0,0,0,30,31,0,0,0,8,0,0,0,0,1,0,0,0
72hpf,5.36,38.33,0,38.33,2.54,1.41,0,0.56,0,0,1.41,0,0,0,0,0.28,0,2.54,24.24,0.28,36.36,0,0.85,0.85,0,42,17.47,0,0.85,0,60.88,0,0,5.92,0,3.66,0,0,0
21Day,7.4,16.65,0.37,31.82,0.74,4.07,0,2.59,0,0,1.11,0,0,0.37,0.37,2.59,0.74,1.48,25.53,1.85,65.12,0.37,0,9.25,0,22.94,8.51,0,0,0,48.84,4.44,0.74,1.85,0.74,1.11,0,0,1.48
3Month,0.31,28.81,0.21,12.48,0.1,0,0.31,0.21,0.21,1.04,4.99,0.21,0,11.65,0.94,0.31,0.94,0.62,10.19,1.56,17.99,5.1,0,5.82,0.62,2.29,0.21,0.73,0.62,0,4.58,0.83,40.98,0.21,0,0.31,4.47,26.84,0.94
22Month,0,38.26,0.96,13.12,0.14,0,0.14,0,0.14,0.68,8.75,23.91,0,10.25,1.09,0.68,2.19,0.27,2.73,2.05,23.23,0.55,0,2.32,0,3.01,0.14,0.41,1.91,0.14,3.28,0,7.65,0.82,0,0,0.27,0.14,0.27
