stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,23,77,1,0,0,0,0,0,0,0,2,0,0,0
72hpf,4.51,0.56,0,1.69,0,1.41,0,0,0,0,0,0,0,0,0.28,6.48,0.28,5.64,0,0,0.28,0,339.91,49.32,0.56,3.95,4.23,0,0,15.22,0,0,0.28,0,0,0
21Day,2.59,0.74,0.37,6.66,0,4.81,1.11,0,0.37,0,0,0.37,3.33,0.37,1.11,2.59,1.85,9.25,0,0,0.74,0,177.22,37.37,0.37,7.77,3.7,4.81,0,12.95,0.37,1.85,0.74,0,0,1.11
3Month,0.1,1.25,0.31,5.62,0.21,0,0,0.73,1.66,0,7.8,0.94,0,2.18,0.42,0.94,2.29,2.91,0.42,0,0.42,0.21,26.73,2.39,0.73,11.13,0.1,0.42,1.98,0.83,0,0,0,0.62,1.14,0.62
22Month,0.14,1.91,0.14,1.78,0,0,0,0.14,1.23,0.27,17.08,0.82,0.27,0.68,0.14,0.14,0.68,2.87,0,0.14,0,0,13.53,0.41,0.82,22.14,0,0,0.27,1.09,0.27,0,0.14,0.27,0,0.55
