stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,2,19,14,9,0,0,0,0,1,19,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,4.51,1.69,1.13,0,0,0,0.28,0.28,0,0,0,0.28,0,2.25,24.8,0.28,3.1,0,0.28,0.28,0,3.1,6.48,0.28,0,0,3.38,0.28,0,0,0.28,0,0,0,0,0
21Day,1.11,0.37,0,33.67,0.37,1.85,0,2.22,0,0.74,0,0,0.37,1.85,9.25,0,1.48,22.94,3.7,3.7,0,0.37,0.74,0,2.59,1.48,0,0.37,0,1.48,0,0,0,0,0.37,0,0,0,1.11
3Month,0.42,2.39,0.52,32.66,0.21,0,0,0.42,1.14,9.47,0.1,0,34.01,21.32,1.25,3.85,4.26,14.46,5.1,3.54,0.73,0.21,0.94,0.94,0.52,0.1,1.25,0.31,0,0,0.94,0.31,2.7,0.1,0,0.1,0.83,11.75,7.39
22Month,0.14,2.46,0.27,9.43,0.14,0,0.14,0.41,0.55,16.26,5.06,0,70.92,7.65,1.37,3.01,0.82,5.6,5.6,1.78,0,0.96,0.68,0.14,0.27,0.14,0.41,0.14,0.27,0,0,0,0.96,0.27,0,0,0.14,0,2.32
