stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0,0,4.79,0,0.28,0.28,0,0.56,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0,4.07,1.11,1.85,0,0,0,0,0,3.33,0,0.37,20.72,0,0.37,0.74,1.85,0,0.37,0.74,0,1.48,1.11,0.37,0,0,0.37,1.11,0,0,0.37,0,0,0.37
3Month,0.62,9.47,16.12,0,0.52,0.1,2.5,1.35,0,5.82,1.66,0.1,190.77,0.21,1.04,0.73,1.77,0.31,0,0.52,0.42,0.21,0,2.29,0,0,0,0.42,1.77,0.1,0,0.31,0.52,1.66
22Month,0.55,7.52,3.55,0,0.27,0,3.83,0.55,0.96,25.42,0.27,0.14,162.07,0,0.41,0.82,0.68,0,1.23,0.41,0,0.14,0.14,1.23,0.14,0.14,0.14,0.27,0.55,0.14,0,0,0,0.55
