stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0.56,0,0,0.85,0,0,0,0,0,0
21Day,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,1.11,0,0,0.74,0,0,0,0,0,0
3Month,0,0.31,4.26,0.1,0,0.1,0.31,0,1.66,0.21,0,0.52,0.52,0.94,0.52,1.14,0.1,0,0.42,0.1,0.21,0,0.42,0.1,0,0.42,0.1,0.1,0.62,0.1,0.1
22Month,0.14,0.82,0.96,0,0.14,0,0.96,0.14,5.47,0.27,0.14,0.82,0,0,0.27,0.68,0,0.14,0,0,0,0,0,0.41,0,0,0.68,0,0.14,0,0.27
