stage,Keratinocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell,Spermatocyte
24hpf,0,1,1,1,0,0
72hpf,0.281848056003223,0,0,0.281848056003223,0,0
21Day,0,0.739973720528564,0.369986860264282,0,0,0
3Month,0,0,0,0,0.416068026578691,0.208034013289345
