stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,5,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,1.41,0,1.97,0.56,1.97,0,0,0,0,0,0,0,0,0.28,0,0.28,2.82,0.28,5.36,0,0.56,0.85,0,33.82,14.09,0,0.28,3.38,0.28,0,0,3.38,0.56,0.56,0.56,0,0,0
21Day,1.11,0.37,0.37,5.92,0.37,2.22,0,0.74,0,0.37,0,0,0,0.37,2.22,0,0.74,3.7,1.11,5.18,0,0,0.37,0,12.21,4.81,0.37,0.37,2.22,0.74,0,0,1.11,0,0.74,0,0,0,0.37
3Month,0.1,1.77,0.52,11.86,0.1,0,0.21,0.1,2.39,2.91,0,0,16.12,2.91,0.52,4.16,0.62,2.7,3.85,3.22,1.98,0.1,2.08,1.04,0.83,0.1,0.52,0.52,0.1,0.52,0.1,13,0.1,0.1,0,0,1.25,6.35,1.87
22Month,0,0.96,0.96,2.32,0,0,0.27,0,1.23,3.83,1.78,0,31.02,1.37,1.09,4.1,0.41,0.55,1.78,3.55,0.14,1.5,0.55,0,0.68,0,0.82,0.27,0,0.14,0,3.01,0.55,0.55,0,0,0.27,0,1.23
