stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,6,0,0,0,0,0,0,1,0,0,0,0,2,5,3,6,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.13,0,4.79,0.28,0.28,0,0,0,0,0,0,0,0,0,0,17.19,3.1,1.69,0,0.56,0,0,5.07,3.1,0,0,1.13,0,0,0.28,0,0.28,1.13,0,0,0
21Day,0.74,0.74,0,17.39,0.37,0.37,0.37,0.37,0,0,0,0.37,0,0.74,0.74,0.74,8.51,5.18,4.07,0,0,0,0,4.81,1.85,0.74,0,2.59,1.48,0,0.74,0,0.74,0.37,0,0,0.37
3Month,0,1.04,0,8.84,0.1,0,0,1.46,0.31,0,0,5.62,1.56,0.1,3.43,0.52,3.43,6.76,1.35,0.21,0,0.1,0.31,0.52,0,0.62,0.1,0,0.1,2.6,0,0,0,0,0.83,2.5,0.94
22Month,0,1.5,0.41,2.46,0,0,0.14,0.68,0.55,1.37,0,16.53,0.55,0,4.1,0.55,1.37,7.38,1.37,0,0.41,0,0,0.14,0,0,0.27,0.14,0,0.27,0.68,0.14,0,0,0.68,0,0.14
