stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,56,21,0,95,1,1,0,2,0,1,0,36,0,0,1,0,11,93,85,127,0,0,0,1,109,637,1,0,0,14,0,0,0,0,0,0,6,0,0,0
72hpf,29.88,16.63,0,40.59,6.76,5.64,0,2.54,0,1.41,0,0.28,0.28,0,3.1,0,10.15,265.5,13.53,68.21,0,8.17,3.95,3.1,102.03,82.86,3.95,0.85,0,61.16,3.38,0,0,17.47,0.28,0,9.86,0,0,0
21Day,40.7,5.55,0,114.33,3.7,13.32,0,16.28,1.85,1.48,0.37,0,3.7,3.7,28.12,1.85,10.36,85.47,33.67,98.05,0,0.37,14.06,1.11,39.22,25.53,3.7,0.74,0,46.99,12.21,0,3.7,7.03,2.59,2.22,2.22,0.74,0,7.4
3Month,0.83,7.91,0.94,86.13,0.62,0,0.83,1.66,24.03,27.67,0,0,59.29,31,4.26,11.86,16.64,15.91,54.5,22.26,3.54,0,9.05,9.78,2.7,0.94,11.13,0.94,0,0.52,6.45,0.21,157.07,0.62,0,0,1.14,6.03,71.67,11.65
22Month,0.41,10.93,1.5,38.4,0.14,0,2.19,1.23,13.12,65.87,13.25,0,259.91,19.54,7.24,12.3,3.83,6.83,66.14,25.96,0.68,4.92,5.33,0.55,2.87,0.82,7.79,0.55,4.78,0.96,1.64,0,16.67,1.91,0.82,0,0,0.55,0.14,6.29
