stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,0,1.13,0,0.56,0.28,2.82,44.53,1.69,0,0,0,3.66,0,0,1.13,0,10.15,0,0,0
21Day,0.37,0,0,0.74,0,0,0,0,0,0,0,2.22,0,0,0,0,0.37,0.37,0.74,0,0,0,1.85,16.28,0,0,0.74,0,0.74,0.37,0,0.37,0,0,0,0,0
3Month,0.21,0.73,4.58,23.82,0.21,3.02,0.1,0.1,2.18,2.6,0.21,902.45,3.22,0.42,22.99,9.99,3.02,3.12,4.78,0.73,1.66,2.6,46.39,0.94,0.1,0.52,0.42,0,2.81,10.71,3.12,0.52,0,0,2.29,2.39,2.39
22Month,0.55,1.5,1.37,10.8,0.14,1.5,0.14,0,0.27,2.87,0.55,754.85,0.68,0.27,12.57,0.96,0.55,2.05,3.28,0.14,18.17,0.82,1.5,0.82,0,0.41,0.82,0.41,0.96,0.55,0.41,0.96,0.41,0.14,0,0,0.41
