stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,4,0,6,1,0,0,0,0,0,1,0,6,0,0,0,0,1,1,5,6,0,0,0,2,113,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,13.25,0,23.11,0.85,1.97,0,0.28,0,0,0.28,0,0,0,0,0,0,1.69,14.66,0.28,14.94,0,0,5.92,28.47,67.64,0,1.41,0,32.13,0,0.85,70.74,0,0,4.79,0,0,0
21Day,3.33,6.66,1.11,29.23,1.48,1.85,0,0.37,0,0,0.37,0,0,0.37,0.37,1.48,0,0.37,6.29,4.81,54.39,0,0,67.71,15.17,18.13,0,0.74,0,22.57,3.33,0,20.72,0.74,1.11,4.81,0.74,0,1.11
3Month,0.21,11.65,0.1,14.25,0.31,0,0.21,0,0.21,0.52,2.08,0.21,0,4.47,1.25,0.21,2.08,0.62,28.19,10.19,17.68,1.56,0,1.77,1.35,1.25,0.31,4.58,0,0.94,0.94,22.26,5.3,0,0,1.66,7.28,9.99,6.45
22Month,0.27,14.21,0.14,4.51,0,0,0.41,0,0.41,0.41,4.92,1.23,0,11.34,0.41,0.55,1.91,0,4.65,7.38,18.99,0,0.68,4.65,3.01,1.78,0.68,2.73,0.41,0.55,0.14,16.26,24.32,0.55,0,0.41,0.82,0,2.32
