stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.66,0.28,0,0,0,0,0,0,0,0,0,0.28,3.95,0,0.56,0,0,0,0,0.28,0.56,0.28,0,0.56,0,0,0,0.28,0,0,0
21Day,0.37,0,0,17.39,0,0.74,0,0.37,0,0,0,0,0,0,0.37,7.77,0.74,2.22,0,0,0.37,0,0.74,1.11,0.74,0,0,0.37,0,0,0,0,0,0
3Month,0,0.31,0.1,75.62,0.31,0,0.21,0,1.56,0.21,3.95,1.14,0,1.46,2.39,18.93,1.14,1.98,0,0,0.21,0.31,0.31,0,0.42,0.31,0.21,0.31,1.46,0,0.1,0.42,0.31,0.83
22Month,0,0,0,4.51,0.14,0,0,0,0.14,0.82,3.42,0,0.14,0.14,0.27,2.05,0.55,0.68,0.14,0.14,0,0,0,0,0,0,0,0,0.55,0.14,0,0,0,0
