stage,Cardiomyocyte,Hepatocyte,Mesenchymal.cell,Neural.progenitor.cell
24hpf,0,0,0,1
72hpf,0.281848056003223,0,0,0
3Month,0,0.208034013289345,0.104017006644673,0
