stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,1.41,0,0.85,0,0.28,0,0,0,0,0,0,0,0.28,2.25,0,13.53,0,0,0.28,141.49,3.95,0.85,0.28,0,4.79,0,0.28,1.13,0,0,1.97,0,0,0
21Day,2.22,0.37,0.37,3.33,0.74,4.81,0,0.37,0,0,0,0,0,10.73,0.74,0.37,3.33,0.37,27.01,0,0,1.85,81.4,3.33,0.37,5.92,0,15.54,2.96,0,0.74,0.37,0.74,4.07,0.37,0,2.22
3Month,0,0.1,0,1.04,0,0,0,0.1,0.21,0.21,0,1.35,0.21,0.31,0.62,1.14,0.21,0.21,1.87,0.1,0,0.21,4.58,0,1.98,0.1,0,0,0.1,2.91,0.1,0,0,0.21,0.1,0.42,1.35
22Month,0,0.41,0,0.14,0,0,0.14,0,0,0.41,0.27,7.52,0.41,0,1.09,0.55,0,0.41,0.55,0,0.27,0.14,4.1,0,1.91,0.27,0.14,0,0,2.6,0,0,0,0,0,0,0.27
