stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,2,69,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.41,3.38,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,1.41,0,0,0,0,10.43,6.2,0.28,0,1.97,0.28,0,4.79,0,0,0,0
21Day,0.37,0,0,3.7,4.07,0.74,0,0,0,0,0,0,0.37,0,0.37,0.74,0.37,0.74,0,0.74,0,0,0,0,2.59,3.33,0.37,0.74,0,0,1.85,0.74,0.37,0,0,0
3Month,0,0.52,0.31,14.56,0.42,0,0,0.1,0.73,1.46,0.1,0,17.27,2.08,0.73,2.7,1.77,1.77,2.18,2.18,0.21,0.1,0.42,0.73,6.76,0.1,0.94,0.21,0.31,1.87,32.77,0.1,0.21,0.83,249.12,4.68
22Month,0,0,0.27,5.33,0.27,0,0.14,0,0.14,0.96,0.55,0,2.87,0.27,0.41,0.68,0,0,0.82,0.82,0,0.27,0.14,0,0.82,0,0.27,0,0,0,13.53,0.14,0,0,1.23,0.82
