stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,0,0,1.41,9.02,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,1.41,0,0,0,0.28,26.78,3.66,0.56,0.28,0,2.25,0,0,0.56,0,0,0.56,0,0,0
21Day,5.55,0.74,0,1.85,1.48,1.11,0,0,0,0,0,0,0,0,0,0,0,5.18,0,2.22,0,0,1.11,0,19.24,2.22,0,0,0,1.48,1.11,0,0.74,0.37,0.37,0,0,0,0.37
3Month,0,0.31,0.1,14.25,1.56,0,0.21,0.31,0.52,0.21,0.83,0,1.35,0.21,0.31,0.52,0.94,0.83,0.21,1.46,0.21,0,0.31,0.62,1.77,0.42,1.56,0,0,0.1,0.1,3.95,0.1,0,0,0.1,0.1,1.98,0.52
22Month,0,0,0.14,4.37,0.82,0,0.41,0,0.14,0.14,2.46,0,2.73,0.14,0.14,0.14,0,0.96,0.14,0.14,0.14,0.14,0.27,0,1.09,0,1.37,0.14,0.14,0,0.14,3.55,0.41,0,0,0,0,0,0
