stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,2.54,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.85,5.07,0.56,0.85,0,0,0,0,0.56,0.56,0,0.85,0.28,0,0,0.85,0,0,0,0,0
21Day,0,0,0,12.95,0,0.37,0,0,0,0,1.85,0,0.37,1.48,4.44,0,0.37,2.22,1.85,1.11,0,0,1.48,0,2.22,0.37,0,0,1.48,0.74,0,0,0.37,0.74,0,0,7.03
3Month,0.21,1.87,0.52,30.48,0.21,0,0,0,0.1,3.22,15.39,0,9.15,23.2,0.83,6.45,1.66,7.8,8.95,2.6,0.52,0.1,1.35,0.52,0.83,0,0.52,0.21,0.21,0.62,3.12,0.21,0,0,1.77,0.73,17.58
22Month,0.27,2.05,0.55,8.2,0.14,0,0.14,0.14,0,1.64,27.06,1.09,33.48,9.98,1.5,8.61,0.14,2.05,8.06,2.32,0.14,0.68,0.27,0.14,0.27,0,0.55,0.41,0,0.14,0.96,0.14,0,0,0,0,8.88
