stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.3,2.25,0,7.05,1.69,7.61,0,0,0,0,0,0,0,0.28,0,1.13,15.5,1.13,6.2,0,0.56,0.56,0.28,1022.26,31.85,9.3,1.97,10.71,0,0,4.79,0.85,0.56,0.28,0,0,0
21Day,4.07,0,0,23.31,0.37,12.95,0,1.48,0,0,0,1.85,0.74,2.22,2.22,1.11,11.84,0.74,12.21,0,0.37,1.85,0,538.33,10.36,7.03,5.92,6.66,9.62,0.74,3.7,6.29,8.51,2.22,0,0,1.85
3Month,0.21,0,0.1,1.66,0.1,0,0.1,0.1,0.1,0.42,0,1.56,0.21,0,0.31,0.1,0.21,0.31,1.35,1.04,0,0.1,0,15.39,0.1,12.17,0.52,0.1,0.21,2.29,0.21,0.21,0,0,0.21,1.04,0.62
22Month,0.14,0.14,0.14,1.91,0,0,0,0.14,0.14,0.82,0,5.47,0.14,0.14,0.68,0,0.27,0.96,1.78,0,0,0,0,17.08,0.27,16.67,2.05,0,0,2.87,1.64,0.14,0,0,0.14,0,2.05
