stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0,1.13,1.41,1.41,0,0.28,0,0,0.28,0,0,0,0,0,3.66,2.54,0.28,2.25,0,0.28,0,0.56,234.5,4.51,1.69,0,0,4.79,0,0,0.85,0,0,0,0,0,0
21Day,0.37,0,0.37,3.33,0,2.59,0,0,0,0,0,0,3.33,0,1.48,1.11,2.22,4.44,1.11,5.92,0,0,1.11,0.74,90.65,4.07,2.22,0.37,0,6.29,3.33,0,0.74,1.48,0.74,0,0,0,0.37
3Month,0.1,0.21,0.83,4.99,0.21,0,0.52,0,0,0.52,1.14,0.1,163.62,1.25,0,9.99,5.72,1.46,0.62,6.35,0.83,0.21,1.77,3.02,1.14,0,2.91,0.42,0,0.42,1.87,1.66,0.31,0,0,0,0.42,0.21,0.52
22Month,0.55,0.14,1.23,1.64,0,0,0.14,0.14,0.14,0.55,0.68,13.94,198.41,0.41,0.14,8.47,1.5,0.27,1.09,4.37,0,3.14,0.96,0,1.09,0.14,3.01,0.55,0.14,0.27,0.41,0,0.41,0.14,0,0.27,0,0,0.68
