stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,97,23,0,69,3,4,0,1,0,0,1,0,14,1,0,0,0,8,13,50,217,0,0,0,3,114,2023,0,0,0,32,0,0,0,1,0,0,6,0,0,0
72hpf,48.48,12.4,0,31.57,9.86,13.25,0,1.97,0,0,0.28,0,0.28,0.28,0,3.95,0,26.49,45.66,5.92,117.81,0,9.02,4.79,0.85,849.21,486.19,2.82,6.48,0,110.77,5.36,0,1.13,56.37,5.07,4.23,10.71,0,0,0
21Day,96.57,7.77,2.59,140.23,7.77,76.96,0,55.87,0,0.37,4.44,0.74,0,8.51,4.44,32.93,8.88,6.29,54.02,28.12,234.57,0,0.37,19.61,0.74,318.19,194.98,5.18,5.55,0,100.64,28.49,0,2.59,41.44,12.21,17.02,8.88,1.11,0,9.99
3Month,0.21,2.7,0.62,27.04,0.62,0,1.35,1.66,0.21,3.43,5.51,0.21,0,49.72,2.91,2.7,10.19,2.91,17.16,7.8,12.59,0.94,0,1.98,3.22,2.7,1.14,2.6,4.68,0,0.73,1.66,0.1,57.63,0.73,0.1,0,0.21,5.62,2.91,2.6
22Month,0,1.91,1.09,12.98,0.55,0,1.5,1.37,0.27,2.46,8.34,9.43,0,98.66,1.64,9.7,15.17,0.82,4.65,19.27,14.48,0.41,3.96,2.32,0.14,3.55,0.96,3.55,4.65,0.14,0.96,0.55,0,15.17,4.65,1.91,0,0,0.68,0,1.91
