stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0,3.38,0.28,0,1.13,0,0,0.28,0.28,0,0,0,0,0.56,6.2,0.28,9.02,0,0.56,0,1.69,1.69,0,0,21.98,0,0,0,0,0,0,0,0
21Day,0,0,6.29,1.11,0,4.44,0,0,0,0,0.37,0,1.11,0,0,4.81,0.74,20.35,0,7.4,0,0.37,0,0,0,41.81,2.22,0,0,1.11,0.74,0,0,0
3Month,0,1.04,4.58,0,0.1,3.22,0.21,0,0,0,1.25,0.52,0.62,0.83,0.21,4.58,1.04,8.95,1.25,2.6,0.1,0,0,0.1,0,0.31,0.31,1.56,0.21,0,0,1.66,0.83,0.21
22Month,0.14,1.37,3.28,0,0.14,2.46,0,0.96,0.27,0,4.65,0.27,3.28,0.68,0.14,0.41,6.15,8.88,0.27,2.73,0,0.27,0,0,0.27,0.41,0,0.41,0,0,0,0.55,0,0.41
