stage,Epithelial.cell,Hepatocyte,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell,Spermatocyte
24hpf,1,0,0,5,0,0
72hpf,0,0,0.563696112006446,0,0,0
3Month,0,0.104017006644673,0,0,0.312051019934018,0.416068026578691
