stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell
24hpf,0,0,1,0,0,0,0,0,8,0,0,0,0,2,0,0,18,0,0,1,2,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.28,1.69,0.56,1.41,0,0,0,0,0,0,0,0,0,1.97,0,5.36,0,0.28,169.95,3.95,0.28,0,8.74,0,0,1.97,0,0,0.28,0
21Day,1.48,0,1.85,0,3.7,0,0,0,0,0,0,1.11,0,0.37,1.11,0,4.81,0,0,74.74,1.85,0.37,1.11,2.22,2.22,0,1.11,0.37,1.11,0,0
3Month,0.1,0,1.87,0,0,0.1,0.42,0.1,0,0.83,0.21,0,0.21,0.21,1.35,0.21,0.42,0.1,0,0.62,0,0.21,0,0,0,0.31,0,0,0,0,0.1
22Month,0,0,0,0,0,0,0.14,0.14,0,1.78,0.14,0,0.14,0,0,0.14,0.27,0,0,0.55,0,0.14,0,0,0.14,0,0,0,0,0,0
