stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0.28,0,0,0,3.66,0,0,0,0,0,0,0.28,1.13,0,0,0,0.85,0,0,0.85,1.41,0,0,0,0,0.28,0,0,0.28,0,0,0,0,0
21Day,1.85,0.37,0,70.67,0.74,4.44,0,0.74,0,17.02,0,0,0.74,1.11,3.33,1.48,2.22,20.35,105.82,6.29,0,0,13.69,0,6.29,2.22,0.37,0,0,1.11,1.85,0,0,0.37,0.37,1.11,0,0,0.37
3Month,0.21,0.73,0.62,43.79,0,0,0.94,0,3.43,116.92,0,0,9.26,91.64,0.21,4.37,2.08,3.02,45.77,3.74,1.46,0.1,1.46,0.83,0.62,0,0.21,0.42,0,0.21,2.29,0.31,2.29,0.1,0.21,0,0.62,1.77,2.39
22Month,0,0.68,0.55,52.75,0,0,0.14,0,1.5,17.08,0.41,0,12.44,17.49,0.41,1.23,0.41,0.27,28.83,1.23,0,0,0.27,0,0,0.14,0,0,0.14,0,0.14,0,0.68,0,0.27,0,0.14,0,0.14
