stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.28,0,2.25,0.85,1.97,0,0,0,0,0,0,0,0,0,0.85,5.64,1.13,3.38,0,0,0,282.69,9.3,1.41,0.85,5.36,0,0,3.1,3.1,4.51,1.41,0,0,0
21Day,1.48,0,0,9.25,0,1.48,0,0,0.74,0,0,0,0,1.11,0.37,0.74,2.59,1.11,4.44,0,1.11,0.37,93.24,5.18,0,1.85,1.85,4.81,0,2.59,0.37,3.33,0.37,0,0,2.22
3Month,0,0.52,0.1,4.26,0,0,0,0,0.42,0,0,4.06,0.21,0.21,0.62,0.1,1.25,0.21,1.25,0,0.1,0.1,0.31,0,0.52,0.21,0.1,0,2.5,2.7,0,0,0.31,0.1,0.52,1.46
22Month,0,0.27,0.41,1.09,0.14,0,0.14,0.41,0.55,3.28,0,17.08,0.27,0.14,1.5,0.14,0.55,0.82,1.37,0.14,0.27,0,0.82,0,0.82,0.27,0,0,6.56,10.93,0.27,0,0,0.14,0,0.27
