stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,0,0,0
72hpf,1.41,0,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0.85,0.56,0,1.41,0,0.28,0,0,7.61,1.13,0,0,1.13,0,0,0.28,0,0,0,0,0
21Day,2.22,0,0.37,3.7,0.37,1.48,0,0.37,0,0,0,0,0,0.74,0.37,0,0.74,0,4.07,0,0,0.37,0,6.29,1.48,0.37,0.37,0.74,0.74,0,0.37,0.37,0,0,0,0
3Month,0,0.1,0.31,2.29,0,0,0.1,0,0.42,0.62,0,7.07,0.1,0.1,1.25,0.31,0.83,1.35,1.66,0.1,0,0.21,0.21,0,0,0.31,0,0,0.42,1.14,0.1,0,0,0.21,0.83,0.52
22Month,0.27,0.14,0,0.68,0,0,0,0,0.55,0.27,0.27,10.39,0.55,0,1.09,0.14,0.14,0.82,0.55,0,0.27,0,0,0,0,0,0,0.14,0.14,0.14,0,0,0,0,0,0.14
