stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,61,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.82,0,0,3.1,0,0,0,0,0,0,0.28,0,0,0,0,0.85,1.97,0.28,6.48,0,0,0,0,24.52,25.08,0,0.28,3.95,0.28,0,2.25,0,0.56,0,0,0
21Day,3.33,0.37,0,2.59,0.37,1.48,0,0,0,0,0,0,0,0.37,0.37,0,0.37,0.37,4.81,0,0,2.96,0,9.25,13.32,0.37,0.74,4.07,1.11,0.37,1.85,0,0.37,0,0,0.37
3Month,0.52,0.31,0.21,3.43,0,0,0,0.21,0.52,0,0,3.22,0.31,0.1,3.22,0.31,1.46,0.52,3.54,0.21,0,7.18,1.25,0.21,0.1,0.21,0.52,0.1,0.52,11.34,0.52,0.1,0.1,0.1,1.66,0.52
22Month,0,0.27,0.14,0.82,0.14,0,0.27,0.14,0.27,1.5,0,8.47,0.27,0.14,2.6,0,0,1.09,1.09,0,0.14,5.6,0,0,0.14,0.14,0.27,0,0,0.82,1.23,0.14,0,0,0,0.41
