stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.28,0,1.13,2.25,0,0,0,0,0,0,0,0,0,1.13,2.54,0.28,1.69,0,0,0,252.82,5.92,0,0.28,2.25,0,0,1.13,0.28,0.56,0.56,0,0,0
21Day,2.59,0.37,0,4.07,4.07,0,0.74,0,0,0,0.74,0,1.11,1.11,0.37,1.11,1.11,3.33,0,0.37,0,182.77,4.07,0.74,2.22,1.48,5.92,0.37,1.11,0.74,1.48,0,0,0,0.37
3Month,0,0,0.1,0.83,0,0.1,0,0,0.1,0,2.18,0.21,0,0.83,0.1,0.52,0.31,0.21,0,0,0.21,0.42,0,0,0,0,0.1,1.46,0.1,0,0,0,0.1,0.42,0.52
22Month,0,0.14,0.14,0.14,0,0,0.27,0.27,0.55,1.5,6.01,0.55,0,0.96,0,0,0.41,1.09,0.68,0.41,0,0.27,0.14,0.14,0.27,0,0.27,0.55,0,0,0,0,0,0,0
