stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,15,81,1,0,0,0,0,0,0,0,10,0,0,0
72hpf,3.1,0.28,0,1.41,0.28,0.85,0,0,0,0,0,0.28,0,0.28,0,0.28,1.97,0.56,40.3,0,1.13,5.92,44.53,31.57,0,0.28,7.05,0,0,0.56,0.28,0.28,10.71,0,0,0
21Day,0.74,0.37,0.37,22.94,0,0.74,0,0,0,0,0.74,0,0,1.11,0,0,4.07,0.74,39.96,0,5.55,0,14.06,3.7,0,1.11,1.48,2.22,0.37,0.74,1.48,0.37,1.11,0.37,0,0.37
3Month,0.1,0.52,0.21,30.89,0,0,0.1,0.94,0.21,0.42,0.1,1.25,0.21,0,0.94,0.94,5.51,0.73,6.45,0.21,0.31,0.1,0.31,0,0,0.42,0,0.62,0.21,0,0,0,0.21,0.52,24.55,0.83
22Month,0,0.41,0,20.91,0,0,0.14,0.14,0.14,0.82,19.13,2.46,0.14,0.68,0.14,0.41,4.92,0.55,6.83,0,0,0,0.82,0.14,0.41,0.14,0,0.14,0.96,0.14,0.14,0,0.27,0,0,0.41
