stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,4,32,0,0,0,0,13,10,1,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,7.05,7.33,0,15.5,1.97,5.92,0,0,0,0,0,0,0,0,0,0.28,0,3.1,36.64,1.41,51.58,0,0.85,5.64,0.28,627.68,21.14,2.25,3.38,62.85,0.28,0,0,12.4,0.56,0,6.76,0,0,0
21Day,3.33,2.59,0.74,12.21,0.74,7.03,0,0,0,1.11,0,0.37,0,0.74,0.37,0.74,1.48,1.85,5.92,7.4,74,0,0,15.17,0,205.71,8.88,1.85,5.55,38.11,8.14,0,0.74,14.06,1.11,0.37,2.59,0,0,2.22
3Month,0,7.28,1.35,17.79,0.62,0,0.21,0.1,0.94,9.36,2.7,0.1,0,11.34,2.39,0.62,11.75,1.46,11.23,2.7,34.64,4.58,0,7.7,0.73,4.58,0.1,3.22,3.33,1.98,1.35,0.1,1.46,1.77,0.31,0,1.14,2.18,0.52,1.66
22Month,0.14,5.19,1.23,14.21,0.41,0,0.14,0,0.14,7.65,5.74,1.78,0,24.73,5.19,1.78,12.57,0.14,2.73,5.19,21.45,0.41,0.14,4.51,0,5.74,0.14,2.6,2.05,0.55,0.41,0,1.5,3.55,0.27,0,0.55,0.14,0,0.96
