stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,100,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,1.41,0,0,0,0,0.28,0,0,0.56,4.79,0.28,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,1.11,0,0,0.74,0,1.11,0,0,6.66,0,0,0,5.92,10.36,0.37,0,0.74,18.87,0.37,0,0,0.37,0,2.22,0.37,0,0.37,0,1.48,0.37,0,0.74,0.37,0,0,6.66
3Month,0.31,0.42,0.31,5.62,0.1,0,0.62,0.94,78.32,0,0,5.3,95.18,1.35,2.81,0.31,1.56,52.94,2.7,0.73,0,0.21,0.62,0.31,0,0.62,0.1,0.1,1.66,4.47,0.21,0,0,0.73,1.77,24.76
22Month,0.14,1.09,0,0.96,0,0,0.27,0,86.64,0.41,0,4.1,45.5,2.87,0.96,0,0.27,35.12,0.68,0,0.68,0.27,0,0.14,0.14,0.27,0,0.14,0,0.68,0.41,0,0,0.14,0,5.47
