stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.85,0.28,0.56,0,0,0,0,0.56,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.74,0.37,0.37,6.66,0,1.85,0,0.74,0,0,0,0,0.74,5.55,0,0,1.85,2.22,0.74,0,0,0.74,0,1.11,0.37,0,0,0,0.37,0.37,0,0,0,0,0.37,0,0,1.85
3Month,0.1,0.42,0.31,7.28,0.21,0,0.52,0.31,0.94,3.43,0,2.81,9.05,0.62,4.78,0.83,1.66,2.18,1.35,0.21,0,0.31,0.21,0.1,0,0.31,0,0,0,0.31,0.1,0.31,0,0,0,0.42,0.73,4.06
22Month,0,2.05,0.55,6.7,0.14,0,0.14,0.41,2.05,15.58,10.39,31.02,22,5.19,8.88,0.41,0.82,10.52,4.51,0,0.55,1.91,0,0.27,0,0.55,0.14,0.14,0.55,0.55,0,0.14,0.41,0.27,0,0.27,0,5.74
