stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,2,4,91,0,0,10,0,0,0,0,1,0,0,0
72hpf,1.69,1.41,0,3.1,1.69,1.13,0,0,0,0,0,0,0,0,0,0,0.85,3.1,0.56,35.51,0,0.28,1.13,0.56,9.86,9.02,0,1.97,147.69,0,0.28,6.2,0.56,0.56,0,0,0
21Day,2.22,0.37,0.37,1.85,0.37,1.85,0,0,0,0,0.37,0,0,0.37,1.85,0,0.37,0,0.37,45.51,0.37,0,2.59,0,6.66,0.74,0,2.96,57.72,0.74,0,1.11,0.37,0.37,0,0,0.37
3Month,0.1,2.81,0.31,8.84,0.21,0,0.31,0.1,0.1,0.94,3.33,0,22.68,0.73,0.1,1.56,1.04,1.87,0.83,61.27,8.43,0,2.6,1.56,0.21,0.42,1.56,1.46,16.64,0.52,15.29,0.94,0,0.73,4.06,3.43,0.94
22Month,0,1.64,0,3.28,0.14,0,1.23,0,0,0.27,0.68,0.55,104.4,0.82,0.82,1.78,0,0.27,1.37,28.56,1.64,3.55,1.23,0.14,0.68,0.14,0.96,2.32,2.87,0.14,10.25,0.82,0.14,0.14,0.55,0,0.96
