stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,5,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,8,0,0,0,0,4,67,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,5.07,2.25,0,2.25,1.13,1.69,0,0,0,0,0,0,0,0,0,1.69,9.58,0.28,7.33,0,0,0,0,102.59,28.18,0.85,5.07,0,8.46,0.85,0,4.23,0,0,0.85,0,0,0
21Day,8.51,1.11,0,25.9,0.37,3.7,0.37,0,0,0,0,0.74,0,2.96,0.37,0.74,12.58,0,21.46,0,0,0.74,0,70.67,18.13,0,23.68,0,8.51,3.33,0.74,1.85,1.48,1.85,1.11,0,0,0.74
3Month,0,1.04,0.21,18.41,0.1,0,0.21,0.94,1.46,0,0,22.88,1.98,0.31,1.46,1.25,4.89,2.7,4.16,1.04,0.1,0.42,0.42,6.14,0.21,1.35,25.07,0,0.73,1.35,26.21,0.52,0.1,0,0.1,1.66,8.43,0.83
22Month,0,1.37,0,3.83,0.14,0,0.41,0.55,1.23,2.32,0,29.65,0.82,0.14,2.19,0.41,0.96,1.78,4.24,0.27,0.55,0.27,0,4.24,0,0.96,21.32,0.14,0.27,0.27,9.29,0.55,0,0,0.14,1.5,0,0.27
