stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.13,0.28,0.28,0,0,0,0,0,0,0.28,0,0.56,2.25,0,1.13,0,0,0,0,4.79,1.97,0,0.28,1.13,0.28,0,0.56,0,0.28,0,0,0
21Day,1.48,0,0,2.22,0,0.74,0.74,0,0.74,0,0,0,1.11,0.74,0,0.37,0.37,2.59,0,0,0,0,2.59,0.37,0,0,0.37,0.37,0,0,0.37,0.37,0,0,1.85
3Month,0.1,0.42,0.62,7.91,0,0,0.31,0.94,4.68,0,17.99,4.47,0.52,2.81,0.42,3.12,4.26,2.7,0.52,0,0.62,0.31,0.31,0,0.52,0.1,0.1,0.42,0.42,0,0,0,0.52,0.62,4.37
22Month,0,0.55,0.41,3.28,0,0,0.14,0.55,5.6,1.09,30.75,2.19,0.14,3.83,0.14,0.68,2.73,2.05,0,0.82,0.14,0,0.27,0,0.41,0.27,0,0.27,0.41,0,0,0,0,0,0.82
