stage,Epithelial.cell,Erythroid.progenitor.cell,Mesenchymal.cell,Neural.progenitor.cell,Retinal.pigment.epithelial.cell,Spermatocyte
24hpf,1,0,2,1,0,0
21Day,0,0.369986860264282,0,0,0.369986860264282,0
3Month,0,0,0,0,0,0.312051019934018
