stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.28,1.97,0,0,1.69,0.28,17.76,1.41,0.28,0,1.97,0,0,0.28,0,0,0,0
21Day,0,0,0,1.11,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0.37,2.59,0.37,0,2.22,0,11.84,1.11,0,0,0.74,0,0,0,0.37,0,0,0
3Month,0.31,0.42,0.1,2.91,0,0,0,4.06,0.52,0,1.04,0.73,0.1,0.52,0.62,0.1,0.31,2.18,0.1,0,1.77,0.1,0.83,0.1,3.12,0.52,0,0.83,1.87,0.31,0.1,0.1,3.02,0.1
22Month,0,0.14,0.14,2.73,0,0,0.14,0.27,1.09,0.27,2.6,0,0.14,0.41,0,0,0.55,0.96,0,0.14,1.37,0,0.14,0,1.09,0.27,0,0,0.41,0.41,0,0.14,0,0.41
