stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.92,0.28,0.28,0,0.28,0,0.28,0,0,0,0,0,0,0.56,3.95,0.56,7.61,0,0,0.28,0,1.97,0.85,0,0,0,5.64,0,0,0,0.28,0,0,0,0,0
21Day,1.48,0.74,0,40.7,0.74,0.37,0,2.59,0,0.37,0,0,0,7.4,1.85,0.37,1.48,27.75,5.92,26.27,0,0,19.98,0,2.59,2.22,0,0,0,9.99,1.11,0,0.37,0,0.37,0.37,0.37,0,1.85
3Month,0,1.77,0.52,123.47,0,0,0.62,2.81,0.62,8.43,20.7,0.1,15.39,419.92,2.18,5.93,3.64,102.56,57.73,40.67,3.02,0.21,5.3,1.66,0.42,0,0.42,0.42,0,0.62,1.25,1.66,3.74,0.21,0,0.1,5.93,4.37,4.99
22Month,0.41,3.83,0.68,88.55,0.14,0,1.23,2.32,0.96,5.88,50.15,1.91,14.35,95.79,4.92,3.42,2.05,48.78,83.9,50.15,0.14,1.23,13.8,0.41,0,0.14,0.14,0.82,0.27,0.55,0.27,0,4.78,0.41,0.82,0.27,0.96,0,6.97
