stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.96,1.11,0,0,0,0,0,0,0,0,0.37,0.37,9.99,5.55,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.37
3Month,0.1,0.1,0.1,33.6,0,0.52,0.1,0,0,0,1.46,0.42,0.52,1.46,3.22,1.25,8.95,0.52,0.21,0,0.21,0.21,0.73,0.42,0.62,0,0.21,0.31,0,0.31,0.52,0.94
22Month,0,0.27,0.27,41.27,0,0.68,0.96,0.82,0.14,0,8.06,0.96,1.09,1.23,2.46,3.96,14.21,1.5,0,0.55,0.27,0,0.55,0,0.41,0.27,0,0.55,0.27,0,0,0.68
