stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0.28,1.13,0.28,0,0,0,0,0,0,0,0,0.56,0,1.69,0,7.61,2.54,1.41,0.28,0.28,0,0,0,0,0.28,0,0,0
21Day,0,0.37,0.37,0.37,0.37,0,0,0,0,0,0,0.37,0,0.37,0,2.96,0.37,8.14,0.74,0,0.74,0,0,1.48,0,0.74,0,0,0,0
3Month,0,0.1,0.31,0,0,0,0,0.1,0,0.52,0.21,0,0.21,0.21,0.21,0.21,0.83,0.1,0.1,0.62,0,0,0.21,0.21,0.1,0,0.1,0,0.21,0.1
22Month,0,0.68,0.27,0,0,0.14,0.14,0.41,0.14,2.19,0.27,0,0.27,0.14,0,0.14,0.27,0,0,1.23,0,0,0.41,0.14,0,0,0.14,0.14,0,0
