stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,0,0,16,0,1,0,1,0,0,0,0,0,0,0,0,2,3,11,28,0,0,0,0,9,258,1,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,6.2,1.41,0,6.48,1.41,3.1,0,0,0,0,0.28,0,0,0,0,0.28,4.23,18.6,1.41,20.29,0,1.41,0.56,0.28,104.28,63.7,0.28,0.56,0,20.01,0.28,0.28,7.33,0.85,1.13,2.25,0,0,0
21Day,11.84,0.74,1.11,42.55,2.59,9.62,0,7.77,0,1.48,1.85,0.37,1.11,0.37,12.95,2.96,5.92,21.83,10.73,45.14,0,0,4.44,0,52.17,35.89,0.74,2.22,0,19.61,4.44,1.11,5.92,2.22,3.33,0.37,0,0,9.25
3Month,0,1.46,0.21,12.07,0.1,0,0.21,0,0.1,0.31,3.74,0,12.17,1.77,0.62,4.47,1.25,2.91,2.5,4.89,0.94,0,0.62,1.66,1.14,0.1,0.31,0.62,0,0,0.31,8.43,0.1,0,0,0.21,1.35,17.47,2.29
22Month,0,1.37,0.14,4.1,0,0,0.27,0,0.14,0.14,6.15,2.05,22.27,1.37,1.23,5.88,0.82,1.37,5.06,2.73,0.14,0.68,0.14,0.14,0.27,0,0.68,0.82,0.55,0.14,0.14,2.6,0.55,0,0,0,0.14,0,2.05
