stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20,0,0,0,0,7,92,1,0,3,0,0,0,0,0,1,0,0,0
72hpf,6.2,8.74,0,1.41,0.28,1.97,0,0.28,0,0,0.28,0,0,0,0.28,0,0.85,7.33,0.85,20.29,0,0.28,0.56,0.85,202.09,42,0.56,1.13,18.6,0,0,12.4,1.41,0.56,3.1,0,0,0
21Day,4.07,4.07,0.37,6.66,0.37,3.33,0,0.74,0,0,0,0,0.37,0,2.59,0,0.37,2.59,1.85,22.2,0,0,3.7,0,56.24,14.06,0,0.74,7.77,0.74,0.37,2.96,0.74,1.48,2.59,0,0,0.37
3Month,0.42,10.4,0.62,11.65,0,0,0.1,0,0.21,0.83,1.14,0.1,17.47,1.04,0.21,6.87,1.14,4.47,1.98,12.9,2.29,0.1,1.14,1.14,2.08,0.52,1.56,1.56,0.83,1.04,64.07,0.62,0,0,0.42,4.58,5.1,1.25
22Month,0.27,11.89,0.14,5.06,0,0,0.41,0,0,0.82,0.68,6.01,61.22,0.82,1.37,7.93,0.27,1.23,2.05,9.84,0.14,0.68,0.14,0.27,1.91,0.14,1.91,2.19,0.14,0.14,10.52,1.78,2.05,0,0,0.82,0,0.82
