stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,8.17,1.41,0,9.86,2.54,14.37,0.28,0,0.28,0.28,0,0.28,0.28,6.48,19.73,2.82,37.2,0.85,0.28,111.89,52.14,1.13,0.85,25.93,0.85,7.33,1.13,0.85,1.69,0
21Day,5.55,1.85,0.74,29.23,1.48,17.39,4.81,0.37,1.48,6.29,0.37,7.03,2.96,0.37,15.17,5.55,45.51,0,4.81,28.12,14.06,0,0.74,11.84,4.81,4.44,1.85,6.66,1.11,4.07
