stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49,6,0,95,0,0,0,1,0,0,0,1,0,0,0,0,6,9,5,248,0,0,1,122,1277,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,12.97,3.38,0,10.15,2.82,10.43,0,0,0,0.28,0,0,0,0,0.28,0,5.36,31.85,2.82,56.93,0.28,1.13,0,996.33,225.48,2.25,3.1,49.04,0.56,0,55.52,0.56,0,1.13,0,0,0
21Day,4.81,2.96,2.96,11.47,0.37,3.7,0,0.37,1.48,0,0,0,0.37,0.37,2.22,0.74,2.22,7.77,2.59,73.26,0,2.22,0,83.99,35.89,1.11,1.11,9.62,6.66,0.37,6.66,0.37,1.11,0.37,0,0,0.74
3Month,0,2.18,1.04,4.68,0,0,0,0,2.6,0,0.1,0,2.18,1.04,0.31,4.26,0.94,0.62,1.56,8.43,0,3.43,0.21,0.42,0,0.83,0.52,3.02,0.42,0.21,0,0,0,0,19.76,0.31,0.1
22Month,0.27,1.64,0.55,1.64,0,0,0.14,0.14,0.55,0.27,0.14,0,4.37,0.14,0.96,3.96,0.14,0,0.41,1.09,0,0.14,0,0.41,0.14,0.14,0.55,2.32,0,1.09,0,0,0,0,1.91,0,0
