stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4,6,0,7,1,0,0,0,0,0,0,0,0,1,3,3,22,0,0,0,0,8,1287,0,0,3,0,0,0,0,0,5,0,0
72hpf,2.54,7.61,0,1.13,7.33,2.25,0,0.28,0,0.28,0,0.28,0,0.85,2.82,0.28,12.12,0,0,0.85,0,43.12,93.86,0,0.56,9.58,0,0,37.2,0.28,0,4.79,0,0
21Day,4.07,2.59,0.37,4.07,1.85,3.33,0,0,0,0.37,0,0.37,0,0.37,0.74,0.74,27.38,0,0,2.96,0,16.28,37.37,0,0,9.62,1.85,0,16.28,0,1.11,1.11,0,0.37
3Month,0.21,1.66,0,6.45,0.21,0,1.56,0.62,0.21,1.25,0.31,0,0.21,0.1,0.21,0.21,10.4,0.73,0,0.52,0.21,0,0.21,0,0.52,0,0.1,0.62,0.94,0,0,0.83,0.94,0
22Month,0,1.78,0,3.96,0.41,0,0,0.41,0.14,13.53,0,0.14,0.55,0,0,0.14,11.21,0.27,0.14,0.55,0,0,0.14,0.27,0,0.14,0,0.27,0.96,0.27,0,0,0,0.27
