stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0.56,0,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0.28,0.28,1.69,0,0,0,0.28,6.48,3.1,0,0,2.25,0,0,0.28,0,0.56,0,0,0
21Day,0.37,0,7.03,2.59,0.37,0,0,0,0,0.37,0,0,0,0,3.33,0,1.48,0.37,4.07,0,0,0,0,0.74,0,0,0,1.48,0.37,0,0.37,0,0.37,0,0,0.37
3Month,0.1,1.04,75.83,13.73,0,1.04,0.1,0.1,5.2,5.3,0.1,22.68,7.39,0.1,364.27,1.35,4.58,2.18,6.55,1.66,0,1.77,1.56,0.94,0.21,1.66,0.42,0.21,3.43,6.55,0.42,0.1,0.1,1.04,1.98,3.54
22Month,0.14,0.55,13.53,1.23,0,0,0,0,0.41,0.68,0.41,9.7,0.14,0,40.86,0,0.14,0.96,1.23,0,0.27,0.14,0,0,0,0.14,0.14,0,0,0.68,0.14,0.14,0,0,0,0.41
