stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,0.28,0.56,0,0,0.56,23.68,5.36,1.41,0,0,0,11.84,0,0,0.28,0.56,0,0,0,0,0
21Day,0.37,0,0,0.74,0.37,1.11,0,0,0,0,0,0,0,0,0.74,0,0,1.11,1.85,1.11,0,0,1.11,15.54,6.29,0.37,0.37,0,0,2.22,1.48,0,1.48,0,0,0,0,0,0.37
3Month,0,2.08,1.46,24.34,0.21,0,0.83,0.42,0.1,2.81,9.05,2.29,32.87,15.6,1.14,11.13,11.55,8.01,7.91,12.79,2.7,0.1,3.85,196.18,1.14,0.52,3.43,0.94,0,0.73,3.74,0.21,55.34,0.42,0.1,0.1,2.7,19.76,7.28
22Month,0,0.14,0,1.64,0,0,0.14,0,0,0,3.28,0.27,6.01,0.55,0.27,1.23,0.96,0.27,1.37,1.37,0.14,0.14,0.14,6.7,0.27,0,2.05,0,0.27,0,0.14,0,24.73,0,0.14,0,0,0.14,0.55
