stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,19,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,0.56,0,0.85,0,0,0,0,0,0,0,0,0,0,0.56,2.25,1.13,1.69,0,0,0,0,4.51,2.25,0.28,0.28,0,1.97,0.28,0,0,0,0,0,0,0,0
21Day,0,0,0.74,7.03,0,3.33,0,1.11,0.37,0.37,0,0,0.37,0,0.74,0,0,1.48,1.85,1.85,0,0,0.74,0,1.85,1.11,0.74,0,0,1.48,1.11,0,0,1.48,0,0,0,0,0.74
3Month,0.1,1.46,0.62,13,0.1,0,0.21,0,40.36,18.93,0,0,8.32,18.52,0.73,7.39,2.18,3.33,16.43,7.59,1.35,0.1,3.54,0.62,0.31,0,0.62,0.42,0,0.21,0.94,0.31,1.35,0.52,0,0.1,0.94,1.46,4.78
22Month,0.14,4.65,1.78,7.93,0,0,0.41,0.41,20.77,47.01,4.24,0,18.45,11.21,2.73,10.93,0.68,1.78,26.92,9.84,0,0.14,3.01,0,0.27,0,0.68,1.09,0.14,0.55,0,0,0.82,0.55,0.14,0.14,0,0,4.24
